12/21/2023 07:27:25 PM - root - dgard - WARNING - Inicio de ejecucion del BOT para CAMBIO DE FECHAS 
12/21/2023 07:27:25 PM - root - dgard - WARNING - 500 registros en base fuente
12/21/2023 07:27:25 PM - root - dgard - WARNING - Extract Data Process Finished
12/21/2023 07:27:25 PM - root - dgard - WARNING - Opening APPs Process finished has finished
12/21/2023 08:18:09 PM - root - dgard - WARNING - Se ha procesado el incidente: 20499437
12/21/2023 08:18:40 PM - root - dgard - WARNING - Se ha procesado el incidente: 20498841
12/21/2023 08:19:11 PM - root - dgard - WARNING - Se ha procesado el incidente: 20498475
12/21/2023 08:19:42 PM - root - dgard - WARNING - Se ha procesado el incidente: 20499271
12/21/2023 08:20:13 PM - root - dgard - WARNING - Se ha procesado el incidente: 20497990
12/21/2023 08:20:44 PM - root - dgard - WARNING - Se ha procesado el incidente: 20499185
12/21/2023 08:21:59 PM - root - dgard - WARNING - Se ha procesado el incidente: 20499118
12/21/2023 08:22:31 PM - root - dgard - WARNING - Se ha procesado el incidente: 20497937
12/21/2023 08:23:02 PM - root - dgard - WARNING - Se ha procesado el incidente: 20498894
12/21/2023 08:23:34 PM - root - dgard - WARNING - Se ha procesado el incidente: 20499402
12/21/2023 08:24:05 PM - root - dgard - WARNING - Se ha procesado el incidente: 20498673
12/21/2023 08:24:36 PM - root - dgard - WARNING - Se ha procesado el incidente: 20499387
12/21/2023 08:25:08 PM - root - dgard - WARNING - Se ha procesado el incidente: 20497976
12/21/2023 08:25:38 PM - root - dgard - WARNING - Se ha procesado el incidente: 20498262
12/21/2023 08:26:10 PM - root - dgard - WARNING - Se ha procesado el incidente: 20498358
12/21/2023 08:26:40 PM - root - dgard - WARNING - Se ha procesado el incidente: 20498937
12/21/2023 08:27:56 PM - root - dgard - WARNING - Se ha procesado el incidente: 20498932
12/21/2023 08:28:27 PM - root - dgard - WARNING - Se ha procesado el incidente: 20497916
12/21/2023 08:28:59 PM - root - dgard - WARNING - Se ha procesado el incidente: 20498029
12/21/2023 08:29:30 PM - root - dgard - WARNING - Se ha procesado el incidente: 20498684
12/21/2023 08:30:01 PM - root - dgard - WARNING - Se ha procesado el incidente: 20498924
12/21/2023 08:30:33 PM - root - dgard - WARNING - Se ha procesado el incidente: 20498280
12/21/2023 08:30:47 PM - root - dgard - WARNING - Se presenta mensaje de advertencia en el proceso en CRM
12/21/2023 08:31:18 PM - root - dgard - WARNING - Se ha procesado el incidente: 20499368
12/21/2023 08:31:49 PM - root - dgard - WARNING - Se ha procesado el incidente: 20494249
12/21/2023 08:32:22 PM - root - dgard - WARNING - Se ha procesado el incidente: 20493959
12/21/2023 08:33:40 PM - root - dgard - WARNING - Se ha procesado el incidente: 20493881
12/21/2023 08:34:11 PM - root - dgard - WARNING - Se ha procesado el incidente: 20494514
12/21/2023 08:34:43 PM - root - dgard - WARNING - Se ha procesado el incidente: 20494448
12/21/2023 08:35:14 PM - root - dgard - WARNING - Se ha procesado el incidente: 20493702
12/21/2023 08:35:46 PM - root - dgard - WARNING - Se ha procesado el incidente: 20494380
12/21/2023 08:36:17 PM - root - dgard - WARNING - Se ha procesado el incidente: 20494576
12/21/2023 08:36:49 PM - root - dgard - WARNING - Se ha procesado el incidente: 20493687
12/21/2023 08:37:20 PM - root - dgard - WARNING - Se ha procesado el incidente: 20494327
12/21/2023 08:37:52 PM - root - dgard - WARNING - Se ha procesado el incidente: 20493824
12/21/2023 08:38:23 PM - root - dgard - WARNING - Se ha procesado el incidente: 20493939
12/21/2023 08:39:40 PM - root - dgard - WARNING - Se ha procesado el incidente: 20494610
12/21/2023 08:40:12 PM - root - dgard - WARNING - Se ha procesado el incidente: 20493862
12/21/2023 08:40:44 PM - root - dgard - WARNING - Se ha procesado el incidente: 20493898
12/21/2023 08:41:15 PM - root - dgard - WARNING - Se ha procesado el incidente: 20494339
12/21/2023 08:41:47 PM - root - dgard - WARNING - Se ha procesado el incidente: 20494256
12/21/2023 08:42:19 PM - root - dgard - WARNING - Se ha procesado el incidente: 20493755
12/21/2023 08:42:50 PM - root - dgard - WARNING - Se ha procesado el incidente: 20494486
12/21/2023 08:43:22 PM - root - dgard - WARNING - Se ha procesado el incidente: 20493711
12/21/2023 08:43:53 PM - root - dgard - WARNING - Se ha procesado el incidente: 20494404
12/21/2023 08:44:24 PM - root - dgard - WARNING - Se ha procesado el incidente: 20493768
12/21/2023 08:45:41 PM - root - dgard - WARNING - Se ha procesado el incidente: 20494420
12/21/2023 08:46:12 PM - root - dgard - WARNING - Se ha procesado el incidente: 20494538
12/21/2023 08:46:43 PM - root - dgard - WARNING - Se ha procesado el incidente: 20494349
12/21/2023 08:47:15 PM - root - dgard - WARNING - Se ha procesado el incidente: 20493813
12/21/2023 08:47:46 PM - root - dgard - WARNING - Se ha procesado el incidente: 20493666
12/21/2023 08:48:18 PM - root - dgard - WARNING - Se ha procesado el incidente: 20494359
12/21/2023 08:48:50 PM - root - dgard - WARNING - Se ha procesado el incidente: 20494619
12/21/2023 08:49:21 PM - root - dgard - WARNING - Se ha procesado el incidente: 20493581
12/21/2023 08:49:52 PM - root - dgard - WARNING - Se ha procesado el incidente: 20494472
12/21/2023 08:50:23 PM - root - dgard - WARNING - Se ha procesado el incidente: 20493923
12/21/2023 08:51:41 PM - root - dgard - WARNING - Se ha procesado el incidente: 20494603
12/21/2023 08:52:15 PM - root - dgard - WARNING - Se ha procesado el incidente: 20493735
12/21/2023 08:52:46 PM - root - dgard - WARNING - Se ha procesado el incidente: 20494410
12/21/2023 08:53:17 PM - root - dgard - WARNING - Se ha procesado el incidente: 20494270
12/21/2023 08:53:48 PM - root - dgard - WARNING - Se ha procesado el incidente: 20494457
12/21/2023 08:54:20 PM - root - dgard - WARNING - Se ha procesado el incidente: 20493723
12/21/2023 08:54:51 PM - root - dgard - WARNING - Se ha procesado el incidente: 20494242
12/21/2023 08:55:22 PM - root - dgard - WARNING - Se ha procesado el incidente: 20494432
12/21/2023 08:55:54 PM - root - dgard - WARNING - Se ha procesado el incidente: 20494554
12/21/2023 08:56:25 PM - root - dgard - WARNING - Se ha procesado el incidente: 20493741
12/21/2023 08:57:41 PM - root - dgard - WARNING - Se ha procesado el incidente: 20493860
12/21/2023 08:58:12 PM - root - dgard - WARNING - Se ha procesado el incidente: 20493908
12/21/2023 08:58:44 PM - root - dgard - WARNING - Se ha procesado el incidente: 20493873
12/21/2023 08:59:16 PM - root - dgard - WARNING - Se ha procesado el incidente: 20494291
12/21/2023 08:59:47 PM - root - dgard - WARNING - Se ha procesado el incidente: 20493847
12/21/2023 09:00:18 PM - root - dgard - WARNING - Se ha procesado el incidente: 20493695
12/21/2023 09:00:53 PM - root - dgard - WARNING - Se ha procesado el incidente: 20417944
12/21/2023 09:01:27 PM - root - dgard - WARNING - Se ha procesado el incidente: 20418333
12/21/2023 09:02:04 PM - root - dgard - WARNING - Se ha procesado el incidente: 20417918
12/21/2023 09:02:40 PM - root - dgard - WARNING - Se ha procesado el incidente: 20417939
12/21/2023 09:04:00 PM - root - dgard - WARNING - Se ha procesado el incidente: 20418033
12/21/2023 09:04:34 PM - root - dgard - WARNING - Se ha procesado el incidente: 20418237
12/21/2023 09:05:09 PM - root - dgard - WARNING - Se ha procesado el incidente: 20418342
12/21/2023 09:05:43 PM - root - dgard - WARNING - Se ha procesado el incidente: 20418210
12/21/2023 09:06:17 PM - root - dgard - WARNING - Se ha procesado el incidente: 20417871
12/21/2023 09:06:51 PM - root - dgard - WARNING - Se ha procesado el incidente: 20417829
12/21/2023 09:07:26 PM - root - dgard - WARNING - Se ha procesado el incidente: 20418054
12/21/2023 09:08:00 PM - root - dgard - WARNING - Se ha procesado el incidente: 20418326
12/21/2023 09:08:34 PM - root - dgard - WARNING - Se ha procesado el incidente: 20417368
12/21/2023 09:09:07 PM - root - dgard - WARNING - Se ha procesado el incidente: 20418349
12/21/2023 09:10:26 PM - root - dgard - WARNING - Se ha procesado el incidente: 20417995
12/21/2023 09:11:00 PM - root - dgard - WARNING - Se ha procesado el incidente: 20418218
12/21/2023 09:11:34 PM - root - dgard - WARNING - Se ha procesado el incidente: 20418020
12/21/2023 09:12:08 PM - root - dgard - WARNING - Se ha procesado el incidente: 20417402
12/21/2023 09:12:43 PM - root - dgard - WARNING - Se ha procesado el incidente: 20418251
12/21/2023 09:13:21 PM - root - dgard - WARNING - Se ha procesado el incidente: 20418159
12/21/2023 09:13:56 PM - root - dgard - WARNING - Se ha procesado el incidente: 20418288
12/21/2023 09:14:30 PM - root - dgard - WARNING - Se ha procesado el incidente: 20418394
12/21/2023 09:15:04 PM - root - dgard - WARNING - Se ha procesado el incidente: 20418154
12/21/2023 09:15:38 PM - root - dgard - WARNING - Se ha procesado el incidente: 20417975
12/21/2023 09:16:59 PM - root - dgard - WARNING - Se ha procesado el incidente: 20417961
12/21/2023 09:17:34 PM - root - dgard - WARNING - Se ha procesado el incidente: 20418297
12/21/2023 09:18:08 PM - root - dgard - WARNING - Se ha procesado el incidente: 20418311
12/21/2023 09:18:42 PM - root - dgard - WARNING - Se ha procesado el incidente: 20418171
12/21/2023 09:19:17 PM - root - dgard - WARNING - Se ha procesado el incidente: 20418114
12/21/2023 09:19:52 PM - root - dgard - WARNING - Se ha procesado el incidente: 20417498
12/21/2023 09:20:26 PM - root - dgard - WARNING - Se ha procesado el incidente: 20418260
12/21/2023 09:21:00 PM - root - dgard - WARNING - Se ha procesado el incidente: 20418426
12/21/2023 09:21:34 PM - root - dgard - WARNING - Se ha procesado el incidente: 20417390
12/21/2023 09:22:07 PM - root - dgard - WARNING - Se ha procesado el incidente: 20418049
12/21/2023 09:24:39 PM - root - dgard - WARNING - Se ha procesado el incidente: 20417949
12/21/2023 09:25:13 PM - root - dgard - WARNING - Se ha procesado el incidente: 20417955
12/21/2023 09:25:48 PM - root - dgard - WARNING - Se ha procesado el incidente: 20417990
12/21/2023 09:26:22 PM - root - dgard - WARNING - Se ha procesado el incidente: 20417912
12/21/2023 09:26:57 PM - root - dgard - WARNING - Se ha procesado el incidente: 20417821
12/21/2023 09:27:32 PM - root - dgard - WARNING - Se ha procesado el incidente: 20417970
12/21/2023 09:28:06 PM - root - dgard - WARNING - Se ha procesado el incidente: 20417468
12/21/2023 09:28:41 PM - root - dgard - WARNING - Se ha procesado el incidente: 20418226
12/21/2023 09:29:15 PM - root - dgard - WARNING - Se ha procesado el incidente: 20418357
12/21/2023 09:29:49 PM - root - dgard - WARNING - Se ha procesado el incidente: 20418281
12/21/2023 09:31:10 PM - root - dgard - WARNING - Se ha procesado el incidente: 20418086
12/21/2023 09:31:44 PM - root - dgard - WARNING - Se ha procesado el incidente: 20418404
12/21/2023 09:32:19 PM - root - dgard - WARNING - Se ha procesado el incidente: 20418138
12/21/2023 09:32:54 PM - root - dgard - WARNING - Se ha procesado el incidente: 20417923
12/21/2023 09:33:29 PM - root - dgard - WARNING - Se ha procesado el incidente: 20418107
12/21/2023 09:34:04 PM - root - dgard - WARNING - Se ha procesado el incidente: 20418120
12/21/2023 09:34:39 PM - root - dgard - WARNING - Se ha procesado el incidente: 20418038
12/21/2023 09:35:14 PM - root - dgard - WARNING - Se ha procesado el incidente: 20418418
12/21/2023 09:35:47 PM - root - dgard - WARNING - Se ha procesado el incidente: 20418203
12/21/2023 09:36:23 PM - root - dgard - WARNING - Se ha procesado el incidente: 20418244
12/21/2023 09:37:45 PM - root - dgard - WARNING - Se ha procesado el incidente: 20418059
12/21/2023 09:38:20 PM - root - dgard - WARNING - Se ha procesado el incidente: 20418149
12/21/2023 09:38:54 PM - root - dgard - WARNING - Se ha procesado el incidente: 20417907
12/21/2023 09:39:30 PM - root - dgard - WARNING - Se ha procesado el incidente: 20418304
12/21/2023 09:40:05 PM - root - dgard - WARNING - Se ha procesado el incidente: 20418274
12/21/2023 09:40:41 PM - root - dgard - WARNING - Se ha procesado el incidente: 20418081
12/21/2023 09:41:16 PM - root - dgard - WARNING - Se ha procesado el incidente: 20418186
12/21/2023 09:41:50 PM - root - dgard - WARNING - Se ha procesado el incidente: 20418364
12/21/2023 09:42:25 PM - root - dgard - WARNING - Se ha procesado el incidente: 20418380
12/21/2023 09:43:02 PM - root - dgard - WARNING - Se ha procesado el incidente: 20418070
12/21/2023 09:44:24 PM - root - dgard - WARNING - Se ha procesado el incidente: 20418065
12/21/2023 09:44:59 PM - root - dgard - WARNING - Se ha procesado el incidente: 20417431
12/21/2023 09:45:37 PM - root - dgard - WARNING - Se ha procesado el incidente: 20417487
12/21/2023 09:46:11 PM - root - dgard - WARNING - Se ha procesado el incidente: 20418371
12/21/2023 09:46:46 PM - root - dgard - WARNING - Se ha procesado el incidente: 20418027
12/21/2023 09:47:21 PM - root - dgard - WARNING - Se ha procesado el incidente: 20418102
12/21/2023 09:47:59 PM - root - dgard - WARNING - Se ha procesado el incidente: 20418097
12/21/2023 09:48:34 PM - root - dgard - WARNING - Se ha procesado el incidente: 20418193
12/21/2023 09:49:08 PM - root - dgard - WARNING - Se ha procesado el incidente: 20418387
12/21/2023 09:49:42 PM - root - dgard - WARNING - Se ha procesado el incidente: 20417860
12/21/2023 09:51:04 PM - root - dgard - WARNING - Se ha procesado el incidente: 20417838
12/21/2023 09:51:39 PM - root - dgard - WARNING - Se ha procesado el incidente: 20418411
12/21/2023 09:52:13 PM - root - dgard - WARNING - Se ha procesado el incidente: 20417355
12/21/2023 09:52:47 PM - root - dgard - WARNING - Se ha procesado el incidente: 20418164
12/21/2023 09:53:22 PM - root - dgard - WARNING - Se ha procesado el incidente: 20418005
12/21/2023 09:53:55 PM - root - dgard - WARNING - Se ha procesado el incidente: 20417382
12/21/2023 09:54:29 PM - root - dgard - WARNING - Se ha procesado el incidente: 20418181
12/21/2023 09:55:03 PM - root - dgard - WARNING - Se ha procesado el incidente: 20418015
12/21/2023 09:55:31 PM - root - dgard - WARNING - Se presenta mensaje de advertencia en el proceso en CRM
12/21/2023 09:56:09 PM - root - dgard - WARNING - Se ha procesado el incidente: 20418043
12/21/2023 09:59:11 PM - root - dgard - WARNING - Se ha procesado el incidente: 20417980
12/21/2023 09:59:46 PM - root - dgard - WARNING - Se ha procesado el incidente: 20417985
12/21/2023 10:00:20 PM - root - dgard - WARNING - Se ha procesado el incidente: 20418000
12/21/2023 10:00:54 PM - root - dgard - WARNING - Se ha procesado el incidente: 20417439
12/21/2023 10:01:29 PM - root - dgard - WARNING - Se ha procesado el incidente: 20418320
12/21/2023 10:02:02 PM - root - dgard - WARNING - Se ha procesado el incidente: 20417460
12/21/2023 10:02:36 PM - root - dgard - WARNING - Se ha procesado el incidente: 20417411
12/21/2023 10:03:11 PM - root - dgard - WARNING - Se ha procesado el incidente: 20418143
12/21/2023 10:03:48 PM - root - dgard - WARNING - Se ha procesado el incidente: 20418127
12/21/2023 10:04:22 PM - root - dgard - WARNING - Se ha procesado el incidente: 20418091
12/21/2023 10:05:47 PM - root - dgard - WARNING - Se ha procesado el incidente: 20417928
12/21/2023 10:06:23 PM - root - dgard - WARNING - Se ha procesado el incidente: 20417420
12/21/2023 10:06:56 PM - root - dgard - WARNING - Se ha procesado el incidente: 20417452
12/21/2023 10:07:31 PM - root - dgard - WARNING - Se ha procesado el incidente: 20418010
12/21/2023 10:08:06 PM - root - dgard - WARNING - Se ha procesado el incidente: 20417880
12/21/2023 10:08:41 PM - root - dgard - WARNING - Se ha procesado el incidente: 20417322
12/21/2023 10:09:16 PM - root - dgard - WARNING - Se ha procesado el incidente: 20417933
12/21/2023 10:09:51 PM - root - dgard - WARNING - Se ha procesado el incidente: 20417480
12/21/2023 10:10:26 PM - root - dgard - WARNING - Se ha procesado el incidente: 20417846
12/21/2023 10:11:01 PM - root - dgard - WARNING - Se ha procesado el incidente: 20418076
12/21/2023 10:12:25 PM - root - dgard - WARNING - Se ha procesado el incidente: 20418133
12/21/2023 10:13:00 PM - root - dgard - WARNING - Se ha procesado el incidente: 20417375
12/21/2023 10:13:35 PM - root - dgard - WARNING - Se ha procesado el incidente: 20418176
12/21/2023 10:14:10 PM - root - dgard - WARNING - Se ha procesado el incidente: 20417888
12/21/2023 10:14:45 PM - root - dgard - WARNING - Se ha procesado el incidente: 20417853
